X	Y
-0,332114571	0,518431803
0,658953791	4,444281548
-0,989755053	-0,168383688
5,214348197	3,038891029
5,940813043	6,643281316
0,914740675	4,134336363
4,838907294	7,547092697
4,200457432	2,635149354
4,79912698	-0,55072604
-0,396140338	-0,505925429
4,792654264	3,104437284
4,945630408	3,595251179
-1,306141945	-0,746862303
-0,827486995	0,717113332
4,343064128	-1,169516156
0,278530239	0,388833347
4,707969153	5,970603779
5,551835122	5,95458001
0,82058364	4,541617275
-1,406131006	0,275383727
-1,688102379	0,233092499
-1,69736059	0,900542562
1,61259315	4,534825535
5,217923189	3,046341231
4,551048971	-0,544459496
6,299577917	6,373901107
5,875144676	2,870765264
-1,236081329	0,557727153
5,060470992	-1,331929098
4,93629013	3,108795451
5,856068849	6,637923976
5,277382774	-0,945266503
0,056370605	3,247914509
1,217549016	4,238348193
0,355182086	4,324718844
0,545813499	3,687116385
4,461871991	-0,705555593
-0,585019512	-0,094793119
5,182915347	7,213772848
2,007826737	5,294335172
4,541775531	6,259545951
5,460826369	5,927004636
3,802812752	-2,04923091
4,993741046	6,843091973
4,998290852	0,181656151
6,216087143	6,784922527
4,250435887	2,768211026
0,622234646	5,01558051
4,098202983	-1,816489177
4,101384519	-0,281723184
4,804977439	-0,646653343
5,41351409	6,51288557
4,399665177	7,069139153
5,771545885	6,589544119
5,118284457	-0,57865476
5,079077787	2,792171437
4,256400774	-0,140157221
4,424984375	0,124528997
-1,430123546	-0,384342473
-0,628861182	0,342470495
5,406939786	6,80198258
1,952412503	4,107941151
-1,406713313	0,432525873
0,839773156	4,131916046
-0,86487125	-0,800017397
4,247919683	3,014961082
3,945820731	3,077595584
1,86054574	3,829730768
1,660921739	4,467687206
4,925885198	-0,946824253
5,142832354	3,444754192
5,713235677	-1,119376378
5,517363339	-1,447014786
4,990994196	-1,003725
6,66918499	6,229162584
4,789002264	-2,128484555
4,504606951	-1,539036942
5,854124294	2,193700673
4,707625586	6,618488839
3,920579027	-0,447487121
4,921108204	-0,786513848
5,114779227	6,654102302
0,540394281	4,212462974
5,026457419	-1,0828562
1,088077286	4,177211568
4,95531084	3,589098122
0,97974032	3,494439192
-2,134753044	0,555226212
4,71324887	-0,376908678
3,498140696	0,26156886
1,554068462	4,313638806
5,580682086	6,009374693
5,24335815	2,845419858
1,091495518	4,264292871
0,86656118	4,284446682
6,571746844	6,980480974
4,697555327	-0,770040462
-0,798856187	-0,658313865
3,854689067	3,864960929
6,048198535	2,973966655
-0,455414448	-0,272950491
4,558204738	3,874568808
1,068174623	4,904550347
-1,328549303	-0,355104545
0,239660429	4,012258736
0,465105676	4,543637905
-1,206789711	0,183786842
1,151653268	4,339626493
0,759493275	4,360022794
5,640791311	6,53006407
6,735153703	7,330711438
4,58325335	-0,877196826
0,883981713	4,666443629
4,282005904	-0,548433171
-0,711700775	0,452549283
2,043357436	3,852558871
5,496830994	2,820707513
-0,50145642	-0,288511845
-1,740819842	-0,672358222
4,539813226	-1,097632319
5,318669837	6,591968703
-1,390000541	-0,520062825
0,066675666	0,043385562
5,270910334	-1,604906536
0,707712624	3,504168036
4,05212483	6,905911475
1,341390149	3,75605909
0,027119653	5,12736583
5,077990067	-1,01792426
1,037835426	3,883836864
-2,243545445	0,093067498
-0,832765113	-0,784331714
4,4506474	2,541167576
6,04980191	6,356921869
4,503163808	-0,316178083
4,526548987	3,356781348
1,900032086	4,108579012
5,743498707	5,748627787
6,068797372	-0,098425408
1,056622538	3,602716422
4,387944843	3,387352798
5,300295011	6,114770742
-1,148170958	0,95401867
4,896887835	3,306195653
5,56337364	5,848625555
-1,116370991	0,164590553
-1,125833761	-1,03237497
0,61446531	4,97668891
5,948342081	5,913843631
4,40233154	3,363912097
6,210420188	6,104170053
-1,222865957	0,242272697
5,011312267	2,846612824
5,594134591	5,49753706
5,506358983	-1,220022138
4,372883408	-0,852125697
5,700984773	3,442450171
5,312514905	2,807256892
4,745958952	-1,299647158
-0,643828394	-0,436976406
5,805975899	3,239289996
-0,901610234	-0,12311942
5,114300779	7,247390391
3,933230078	-1,204997168
0,931905806	4,871216801
1,077898308	4,555661919
-0,298746248	-0,083725253
1,311377308	3,787235684
4,883059166	3,032019912
4,348803524	0,340757054
5,470845781	0,326996728
-0,633769223	-0,573348945
5,870500106	3,150147752
4,158885999	3,010519191
0,592569499	4,283309931
1,227159081	3,959753783
5,749551453	6,272460573
1,471188869	4,213070965
5,329656727	6,775618618
5,532046182	2,243625578
0,669196644	5,337716393
3,743315148	2,866039004
4,037892964	-0,356640627
6,026344235	2,880375267
5,741181094	6,719873929
-0,653152838	-0,089477978
1,797585179	4,073478192
5,560177449	2,97607807
1,669436104	4,289240238
-2,161357328	-0,886022461
-0,813476194	-0,42909991
5,30237836	3,709808164
3,923766263	-0,037666398
4,808424978	-1,168453291
4,873555045	3,768431421
-0,373962191	0,261386957
4,314383865	2,7251171
-0,927020325	-0,142113931
1,494681388	4,175912197
0,543719018	4,619411168
5,2542128	7,530596269
-0,341850029	-0,281833419
-0,569096612	-0,158326253
5,773740656	2,906552531
5,009257061	5,487781519
5,790161917	7,670867428
5,310091708	3,424612248
3,260658795	-1,662552158
3,984369753	2,885440932
4,61900412	-0,724797913
-0,028110921	-0,517403288
4,459539188	3,864390362
-1,011350623	0,631579973
5,784286102	7,183782434
6,192655953	3,134635316
-2,127227462	-0,385171488
4,81780804	6,74888809
1,222014115	4,979158662
3,914250644	0,14390756
0,740838098	4,712810348
-0,159679135	-0,275908787
0,536188791	4,429343996
1,244498826	3,469854304
6,179256883	6,164459066
5,555659668	3,845344506
4,189317873	3,462289319
4,456782288	3,763287677
-0,052935029	0,647091413
4,358531063	3,535560331
1,073369026	4,653302104
4,362055802	2,110852444
5,049947732	6,515132743
4,854414916	0,197924758
4,391921926	6,34557964
4,266677591	2,308530155
4,021702528	-0,94632276
3,880677995	-1,698987098
-1,260481007	-0,281998683
-1,109341438	-0,588215828
-0,0362664	0,214785067
1,032536802	3,96864068
-1,247341274	0,405197913
5,459221678	-1,862550364
-1,826359502	0,461167094
0,460688502	4,153988565
4,889210102	-0,429195547
4,682627028	-0,736265682
6,064007613	6,284697273
-0,701732931	-0,078115828
5,655442955	7,254521856
-0,783618307	0,071649621
4,13892433	3,933084253
1,781364989	4,881687764
2,289543343	4,450332407
4,990256596	7,239548098
-1,212966985	-0,010381778
-0,351582855	-0,433310947
4,829434427	4,030686243
5,060498928	3,447357124
4,735875221	2,806287347
4,175730383	3,459346568
5,574497636	1,893437067
-1,620013683	0,475481775
4,538845301	7,383971619
3,804007962	3,88953624
3,84509602	-1,060898413
4,379873323	-1,387993789
1,013752998	4,165482683
-1,405386404	-0,102407169
4,558257604	3,191099503
5,346049233	-1,280885734
4,204981726	3,097027287
4,163455535	4,28756911
4,858815964	6,884634448
4,893783163	6,784760994
4,088718677	-0,789978597
3,664092638	-0,479440573
1,320505741	3,528533028
1,662243737	3,928875839
4,10870288	-1,113310331
4,845282594	-1,403721122
4,50400056	5,739210016
5,121617732	0,040696523
4,395635836	2,599149417
1,789339989	4,326678519
4,96634741	2,837553058
0,525802414	5,32321588
4,259331684	3,258618287
4,496395024	2,066282553
-1,705636606	0,851955975
5,904560413	6,579518126
4,17663272	2,732194997
4,989381064	2,697445711
0,753953546	4,195845422
6,231536932	6,86207264
0,926373999	4,221314028
4,693530452	2,691635198
3,504252591	-1,456997189
1,707143515	4,738497574
0,697066269	4,953324774
4,680089911	3,054343574
4,851984694	-0,26723925
4,533635439	-0,838135327
-1,440493716	0,433247107
5,656410061	6,029970755
0,763791454	4,515959685
0,962036282	4,522862571
1,098732246	4,586520249
1,798868601	3,468580164
4,778708472	2,835861415
1,306779585	3,835801481
-0,846203727	0,0675658
1,13970361	3,42598901
5,71626745	6,285552031
5,919532161	6,912274562
4,973105434	7,161738709
-0,872818348	-0,003606701
0,633438098	4,266624089
6,505122521	6,656850321
5,225439154	3,061244997
-0,062305586	0,132610716
-1,945529449	-0,298888671
1,170448456	4,749229022
6,385507434	6,364659497
-1,855529956	0,875237427
5,174643061	6,675071454
-1,200465825	0,10628428
4,954144289	6,842946302
-0,995152091	0,813030012
6,021091023	1,961671594
-0,656902329	-0,635011826
-0,335545221	0,611322769
6,276854137	6,390537383
3,971192329	2,980228267
4,359012327	2,6101785
1,247009064	4,366607113
4,961867627	0,080247319
-1,338790492	0,227281881
5,625266356	7,613887168
4,704729497	3,821515291
1,106164249	4,643659061
1,368822981	3,945389696
5,889014544	6,16184023
4,619167605	-0,809056194
-0,599291108	0,336178704
5,109148442	4,104631444
-1,005877018	0,337147632
1,345269592	3,9807254
4,613418217	-0,122359161
0,155134092	-0,08010096
5,434350453	6,120004114
3,934757635	-1,123359515
4,945527099	0,343356608
4,954683547	2,967470894
3,919481663	-1,29673537
4,289359418	0,08974697
5,813266741	6,053454191
-0,138001054	-0,912841412
-1,282564226	0,038546004
4,62574682	2,79710574
-2,203253239	0,501254759
1,416206755	4,184312647
5,786338045	-1,097183615
4,822616541	-1,479285058
4,174889859	-1,991267846
1,863052881	3,959776183
5,230816722	7,325071464
5,342326405	2,59127999
-1,750140231	0,507186568
-0,173254472	-0,135809532
6,208831253	6,597997663
5,261406659	7,461317465
0,476709426	4,198372399
4,524021596	-0,352694203
5,169187123	2,497006291
2,020422544	4,429298303
1,137218619	4,716086252
-1,380000859	-0,574524711
-0,719852166	0,619067992
1,317236663	4,242466202
5,337321956	6,525950732
5,503874481	-0,805198955
4,02525445	-1,898669907
4,712461538	3,227008467
0,457083249	4,730651119
1,22439125	4,51705347
4,339491356	-1,353282401
1,436788584	4,519929469
-0,059477254	4,458016399
6,798281216	6,22756376
1,417703169	4,81914524
4,576479804	-1,883712163
-2,342086569	0,525780189
5,519605678	2,303959472
1,361027191	4,375508451
-1,747962674	0,495276139
5,245618933	3,140233371
-0,942042718	-1,115612026
4,495605518	-1,839819098
4,710981418	6,700578936
4,540886854	6,607145203
0,207837306	4,184290227
5,141169844	6,107460558
0,941830387	3,718403991
5,253841657	3,180088576
-0,145623359	-0,882348051
0,793060687	3,279208312
-2,07622739	-0,315005806
4,387764497	-0,720714091
3,953265066	-0,103893288
-1,11624861	-0,162658462
4,640231543	-0,476145402
-1,275267274	0,179446674
5,666510242	7,107039827
4,188775752	3,407611063
5,742877093	3,786929999
-0,778508183	0,174998159
0,850227863	4,381352973
0,367877168	3,524117772
3,877967069	-0,494475127
1,242839072	4,180741628
-1,147617905	-0,050037178
-1,010280553	0,102387267
0,853908799	3,997654944
-1,365845373	-0,648770847
4,879327366	-1,598225382
1,290379526	4,15124158
5,656758708	-0,681189328
-1,087332656	-0,44315397
5,47926648	4,241245904
5,292470351	-0,348401465
5,818215375	2,853967912
0,621244056	4,59456156
0,337765082	4,099513267
4,452954049	2,977517444
4,647930177	-1,200262931
-0,6806729	-0,13308946
2,084609853	3,762701814
4,324768958	6,963017046
-1,157758121	0,636389712
5,840104361	6,306365837
4,886355323	3,363891228
4,218653945	-1,204647772
0,279347752	5,131090229
3,757734032	-1,487197633
-0,535894974	-0,628952534
-0,245503022	-0,008172076
4,952166062	-0,969751367
2,164458934	4,657876018
4,782786492	-1,309688706
4,946289849	6,754384309
5,473503859	3,70930118
5,076551971	-0,390334214
5,301343846	6,456264507
5,029689142	-0,076429071
0,303046763	3,981273277
-0,250926792	0,624922237
1,804966234	4,915028558
4,919152891	3,498282487
5,578864377	7,554187523
4,911529197	2,311014952
1,161777593	4,404564256
-1,20704308	-0,588637444
5,775137582	-1,940953521
-0,864907231	-0,276347299
5,399635901	3,01847529
4,844216294	6,179179344
4,64943571	0,184208955
-1,323663732	0,026957854
4,46332399	6,678856777
5,333868947	3,343972431
3,880409344	-0,57470458
5,814794337	2,942936326
5,592281336	6,990725133
4,102168124	3,600690524
5,326435325	3,147083008
-1,278594438	-0,381640064
6,61800899	7,107166336
-1,224019139	0,627534672
-1,284058468	-0,098712199
-1,618861943	-0,502856711
1,3012939	4,461434772
0,626594652	3,692989593
-0,688655586	0,397488597
1,232109073	3,92458494
4,414136829	-0,046603821
0,88078881	4,409642085
5,061186572	3,62553033
5,078694662	7,585399962
0,559677888	4,530476581
-1,079273733	0,440672528
6,159275661	5,896253184
6,016685953	3,45478434
5,045233794	-2,170124772
5,267056986	2,951851384
-1,70423609	0,717458828
3,705434962	3,409891159
1,092097976	4,624002168
4,790507396	7,464368007
3,792089225	3,233517265
5,190226347	2,819574089
4,50352961	-0,763413155
3,749372278	2,133294814
5,265344254	6,650583758
5,110802834	-1,469510231
0,638477404	4,068211247
0,832374372	4,414071595
4,184558732	-0,190810475
4,089725628	-0,47694794
5,467070565	-0,489040601
4,207658318	6,28452306
5,473644369	3,268885934
-1,92333018	-0,593833606
-0,374149685	-0,339106115
4,898222814	5,758986304
4,14363957	3,711363017
-1,71294356	0,623521576
6,099873996	6,792846289
5,224296009	2,494682162
4,476668824	6,760480469
4,998829763	6,548302265
-0,631686396	0,275784169
4,234672071	3,642598305
5,136719219	-0,726663104
-0,899040958	-0,577317639
1,235760497	4,479978476
4,083409559	3,365032718
5,45211681	3,199406413
6,133293137	6,799091496
6,57490886	7,422589906
5,620128369	5,799049819
5,812195647	6,401258554
-1,190693109	0,489198791
-0,956106861	-0,854540858
-1,019048097	0,381536693
4,584302811	-2,046448684
4,467210565	-0,682482958
5,223317811	5,945144557
6,169888621	5,988816549
-1,707650244	0,091199648
3,902033556	-0,517560836
-0,924852912	0,319270664
-0,666498884	0,107972422
0,723455612	3,758878704
4,888588063	3,219685845
4,489996555	3,405180763
0,755509504	3,958735905
-0,234807891	0,466483249
0,772680737	3,891719994
5,195431187	-1,353327005
5,295712201	5,953819103
5,134725178	-1,068393171
5,625207807	-0,036473597
1,202419712	4,730015456
3,940023588	-0,753688318
1,925526498	4,262379894
-1,68063005	0,409706723
4,807066641	3,648017481
6,270421882	6,526181188
4,73943574	3,452947928
4,652194081	-1,271448354
5,213878789	-0,05887568
-0,657199854	-0,447997291
5,375780847	3,755324202
3,948809322	-1,129459965
0,418517345	4,219406086
6,136863175	2,952522913
1,084466495	4,507144207
4,410927228	2,616372296
-1,437297647	0,380982341
5,719800467	-1,574375456
-1,843661507	-0,050134546
0,92385455	5,180573831
4,079325895	-1,6581688
1,274183262	4,299752788
0,890244605	3,948508753
4,878049024	3,489786468
-0,083983303	4,671391343
3,635130243	2,634804966
-0,700191582	0,18305923
5,795814262	-0,891508465
-1,891060989	0,072137971
5,646870192	-1,827459103
5,990311529	6,562604281
5,683491065	5,437470458
-0,923210195	-0,502724301
1,372692251	4,625506448
5,606988801	6,164058982
4,727456969	3,535881094
4,639501333	-1,885700612
5,836165926	6,937307093
-0,165666016	-0,036449141
1,095631019	4,290212044
5,897336828	6,496275808
-0,644387855	-0,281964637
-0,571940508	-0,109293309
5,515992311	7,252889756
5,357199836	6,408317324
4,051844656	-1,050364105
4,894889495	-0,908328828
2,058886951	4,829902757
4,691191309	3,449579226
-0,004072951	3,997285537
-0,912597941	0,291421757
-0,342859122	-0,168874491
1,620741832	3,935782932
-1,564611662	-0,347196782
5,045950481	6,669895666
-2,096048737	-0,025369673
3,811688173	-1,679466649
4,748875375	-1,495355099
5,407742366	6,504286506
5,467805218	6,164182207
-1,05234557	-0,56163226
4,43639819	6,934174693
-0,367245432	0,217945878
5,840657527	3,681261903
-0,339011241	0,03069754
4,616480101	6,325183138
0,205280904	-0,459157758
4,42983688	7,256083901
4,107141133	-0,611460432
4,998644718	6,05917629
0,760544022	4,142821194
-0,89124956	0,426993166
4,739783748	-0,896673197
5,223402319	-0,578647859
0,718126549	3,594781713
3,431144828	-0,951558706
0,33290618	4,885408749
5,491562469	2,731924916
4,738027031	2,92421257
5,321943303	2,993509242
4,826768589	-1,144446246
4,56432006	5,858082897
-0,925579258	0,326831713
5,635680137	3,31719107
-1,501839382	0,193961641
5,145811153	7,29018257
0,235009602	4,215022238
5,550665558	3,916642898
2,306824615	3,779554846
-0,487840785	-0,230082372
5,438832232	6,386317363
1,255624053	4,489768291
-0,685853387	0,123161543
-1,059626221	-0,44659599
2,273925826	4,153145327
-0,127926039	3,737842252
5,251398539	7,267299674
4,471256215	-0,028197603
-1,860347852	0,385753188
0,920112708	4,111167342
-0,560966512	1,071557762
1,724898083	3,381564668
5,899676594	-0,443589292
-0,568721456	0,230010636
-0,67211748	-0,138170797
-1,133688271	0,255386526
5,35260404	7,596509575
-2,121321232	-0,820853238
4,701037847	-0,316271886
5,869317116	5,80011153
5,846732261	3,389879054
1,751124549	4,831106869
6,103141488	6,668270207
4,26669928	-1,384201611
3,799195702	3,312781235
0,112877172	0,342290742
-1,004349013	0,143767772
5,041251566	-1,691298214
4,56274952	5,702805627
3,797554098	-1,473798002
4,605449862	3,821175464
5,73390198	-0,621387808
5,147565614	5,923674256
0,650373738	4,140096425
0,99594979	5,080194494
5,871168484	2,831403509
-0,698953283	0,317360906
5,146206034	2,806874738
4,78003296	3,323538407
4,88944037	-1,657514512
4,147568785	-0,920356118
5,796730097	7,28876978
1,056274568	4,776770404
5,609240335	6,641144331
5,016985724	3,174632313
6,091289537	6,719878734
-1,850162349	-0,716196922
-1,359647196	0,029976851
6,226641035	6,117035184
4,125776835	-0,993025598
5,841092229	7,04136609
4,821422758	3,373989496
0,438541048	4,700748508
-1,051185297	0,845531216
6,225530879	3,103239226
4,83714742	-1,139478403
-0,337309185	-0,180150653
0,580565024	4,02524627
4,579664984	-0,58721654
4,921427472	4,298037005
1,477536755	4,217426915
1,701081169	4,42771386
0,936392837	4,295059642
5,173007528	3,354955527
4,754247801	3,158622451
5,948789452	3,26829433
5,843360844	7,116509077
1,252275099	3,462505641
-0,603093165	0,753825886
4,890835913	0,131494114
4,769071925	3,031483932
4,789089624	3,658415369
5,185159985	2,073096833
-1,076159381	0,042484413
5,629155938	7,623397617
-0,642573488	0,870532194
4,141920826	-0,926061814
-1,180311074	-0,083450456
0,822873253	4,729515017
-1,409925833	0,330692986
6,102792108	6,972883778
1,710363241	3,772593066
3,688251659	-1,101096618
4,584388021	3,140981225
3,826812258	0,40252753
-1,464348163	-0,009908372
5,647059757	-0,844790036
4,018208003	3,439729999
5,84072471	7,049537671
6,441635551	6,861006123
0,921015914	4,604701181
4,906142584	3,916931933
-1,194646349	-0,295770421
4,153864125	3,280879533
5,183061454	3,856213847
-1,049380524	0,118708572
0,626087001	4,392368137
4,739748099	3,199176378
4,042051485	-0,674597153
4,159886279	3,921399039
4,682529649	-1,19710647
3,710094658	3,124210928
-1,366314016	-1,041966656
-0,10820022	3,48611979
-1,49372197	0,69865321
6,28268485	6,971471356
5,746824515	6,511090518
5,099919167	6,841258054
0,777436786	4,88654838
4,811778363	7,281167769
3,82698186	-1,472801638
5,353087971	7,164236279
-0,191420604	-0,692353181
-1,59112769	0,133333723
-1,925305594	-0,318761272
5,168416529	6,513556485
5,460228861	3,369446234
-0,808949602	0,176615961
5,84970755	6,793930451
-1,975772924	0,464976624
5,512250662	2,24669471
5,060438198	2,733737181
4,260022491	2,547477074
1,037990124	4,400451189
4,715013852	3,154163363
5,735413247	7,038623732
5,424255906	3,60059549
5,892516801	6,864027888
4,410874049	3,539277039
5,640227414	6,814439347
-0,118091505	-0,784049038
5,238472551	2,884116841
4,047864143	-0,665276698
1,155628583	4,730186912
-0,207302372	-0,140634581
5,354728517	6,420328568
0,951107609	4,6069395
3,967408859	-0,56081667
3,566575706	-0,613171945
5,706542913	3,492912549
5,23000678	6,598334513
4,312357242	-1,260306688
5,59111208	6,860211361
4,506847358	6,932384905
5,175068798	6,631305252
-2,244488391	-0,173388871
5,13574196	7,577040506
4,365836439	-1,50860203
0,623009416	4,835282788
4,512344694	3,792487056
0,73524827	3,929334512
2,001247281	3,984011527
4,049601046	-1,763912808
-0,055055652	4,447467136
5,495686069	3,223305341
-1,407499249	-0,5488299
4,543606467	6,154556771
6,035759741	6,612928284
5,361117623	2,602118988
5,365559256	0,112783676
-1,372646336	-0,640468108
5,705035845	2,382732255
4,134046128	0,232099251
5,382459462	4,139330033
5,653013019	0,061964187
4,19951194	0,408547837
4,949904882	-0,395574329
4,822485829	6,599592335
1,393145907	3,638908524
4,481908481	3,04341557
3,552773674	3,720353009
-1,354678744	0,60892321
4,830154574	2,9487542
1,472578736	4,471301004
5,123620469	5,574155249
-1,311471569	-0,537428431
-1,219587049	-0,057755998
5,301700339	-1,973443815
-2,061835876	-0,111905537
4,44009819	-0,780870477
0,751474152	4,262537762
5,836331493	6,206894664
5,242734364	3,118163989
-1,801706765	1,041703888
4,835639888	-0,768689694
4,694469169	6,676750108
1,191398536	4,929766411
1,046706417	5,170831695
5,382906554	6,339408273
3,807318056	-0,897511597
4,536983743	2,659899531
5,322688488	2,557363989
4,859136438	3,375182074
-2,042010341	-0,653255462
6,648557571	6,520616536
6,181538937	5,778275409
-0,500414383	-0,878824051
5,285978311	-0,093615145
-1,120852508	0,001173994
4,847804691	-1,058487723
4,888529383	3,344199396
4,684267924	2,833113952
5,50122486	-1,149993695
5,242073935	2,370711241
-1,22133632	0,29237739
6,149116929	5,667555009
5,935825273	7,090149216
3,767281664	3,059649889
4,623489055	2,331943008
0,968544582	4,158129038
4,653954427	7,058059976
0,16013454	-0,596223689
0,88234445	3,796858065
4,412857326	3,33041815
4,887123925	-0,130710038
4,77254869	-1,047438865
5,013316954	-0,128212869
-1,310060925	-0,215572349
-0,847070335	0,953688266
1,108966997	3,644589301
5,009583657	6,305398678
-1,014808632	0,876000354
4,458288913	-0,638330233
1,341765809	4,027803869
4,885359491	3,401215858
5,058891371	3,584312986
5,243237272	5,964345004
6,458533066	5,720745861
4,823700562	-1,238765825
-0,199402121	-0,54457529
1,858461347	5,087644632
4,550831892	-0,821896201
4,196137105	-0,7621489
5,278530607	2,092707535
1,599497282	5,355296609
5,63508255	5,93590586
4,014556279	2,67204214
4,56065379	0,015926484
-0,81718	0,045222724
-0,112943549	4,892160804
-1,559730859	-0,358096583
5,847513688	5,557635826
-0,605377886	-0,272680874
5,402676539	3,806724394
4,808830077	4,251209069
5,319585166	-0,948479338
4,309148932	6,767243555
4,176688462	2,234263493
0,706289698	4,325645995
4,97538055	-1,59295764
5,160301429	2,156977255
5,706961226	4,226678606
4,776847039	3,040814022
4,170871769	4,054968676
4,117198488	-0,415922193
4,460162972	6,395147553
4,935412322	3,759174538
5,1030903	6,912498528
5,981017558	7,412531233
4,991695513	-1,424579075
5,324622603	5,95272453
5,212268433	2,360615797
0,759011699	3,783158118
4,841898997	-0,472277175
-0,232798646	-0,364443262
4,422460421	6,230091747
0,049191065	0,347548834
4,551930335	3,478117018
0,348225714	4,803762175
4,796867866	2,797809104
5,635941225	6,887481119
5,191474122	7,188472919
0,966310762	4,205645805
5,509027661	2,863813123
6,07478536	5,843017703
5,528954358	6,036566793
4,301451444	7,557985236
5,662999614	-0,848495063
1,007891963	4,932911868
3,528241371	-0,274473185
5,633010792	2,39122106
-1,111471813	0,590031721
1,221728336	4,073408655
5,276673727	-0,889732851
5,655280643	3,250535459
4,296280072	3,563449535
5,594495663	6,60137001
5,675971008	5,920571886
4,352237706	-0,806650991
5,562828883	2,320736371
0,858786794	4,009425293
5,188692973	6,935590317
-0,846136741	-0,501162905
3,979635315	-2,210974037
5,707820054	6,75997239
-1,980244576	0,325453202
-0,479888372	0,340055366
5,299811404	-0,973860043
4,761345213	6,703674272
5,022775508	2,617219045
4,618675163	2,737033204
